orig_q,pert_a,has_error,perception_entropy_k5,perception_entropy_k10,transcription_correct_k5,transcription_correct_k10,neg_mean_logprob,neg_min_logprob
"Find the value of \( \sin^{-1} \left( \sin \frac{3\pi}{5} \right) \).

"," We know that \( \sin^{-1}(\sin x) = x \). Therefore, 
\[
\sin^{-1} \left( \sin \frac{3\pi}{5} \right) = \frac{3\pi}{5}.
\]

But 
\[
\frac{3\pi}{5} \not\in \left[-\frac{\pi}{2}, \frac{\pi}{2}\right],
\]
which is the principal branch of \( \sin^{-1} x \).

However, 
\[
\sin \left( \frac{3\pi}{5} \right) = \sin \left( \pi - \frac{3\pi}{5} \right) = \sin \textcolor{red}{\frac{8\pi}{5}} = \sin \frac{2\pi}{5}
\] 
and 
\[
\frac{2\pi}{5} \in \left[-\frac{\pi}{2}, \frac{\pi}{2}\right].
\]

Therefore,
\[
\sin^{-1} \left( \sin \frac{3\pi}{5} \right) = \sin^{-1} \left( \sin \frac{2\pi}{5} \right) = \frac{2\pi}{5}.
\]

",True,1.3321790402101223,1.0888999753452235,False,False,1.2510369271039963,21.747377490997316
"\textbf{Question 8:} The ratio of incomes of two persons is 9 : 7 and the ratio of their expenditures is 4 : 3. If each of them manages to save ₹ 2000 per month, find their monthly incomes.

"," 
Let us denote the incomes of the two persons by ₹ 9x and ₹ 7y and their expenditures by ₹ 4y and ₹ 3y respectively. Then the equations formed in the situation are given by:

\[
9x - 4y = 2000 \quad (1)
\]
\[
7x - 3y = 2000 \quad (2)
\]

\textbf{Step 1:} Multiply Equation (1) by 3 and Equation (2) by 4 to make the coefficients of \( y \) equal. Then we get the equations:

\[
27x - 12y = 6000 \quad (3)
\]
\[
28x - 12y = 8000 \quad (4)
\]

\textbf{Step 2:} Subtract Equation (3) from Equation (4) to eliminate \( y \), because the coefficients of \( y \) are the same. So, we get:

\[
x = 2000
\]

\textbf{Step 3:} Substituting this value of \( x \) in (1), we get:

\[
9(2000) - 4y = 2000
\]
i.e.,
\[
y = 4000
\]

So, the solution of the equations is \( x = 2000 \), \( y = 4000 \). Therefore, the monthly incomes of the persons are ₹ 18,000 and ₹ 14,000, respectively.

",False,1.6094379124341005,1.6094379124341003,False,False,0.8753382623195648,22.682231521606447
"Express the following in the form of \( a + bi \):
\begin{enumerate}
    \item \( \left( -5i \right) \left( \frac{1}{8} i \right) \)
    \item \( \left( -i \right) \left( 2i \right) \left( \frac{-1}{8} i \right)^3 \)
\end{enumerate}

","
\begin{enumerate}
    \item \( \left( -5i \right) \left( \frac{1}{8} i \right) = \frac{-5}{8} i^2 = \frac{5}{8} + i0 \)
    \item \( \left( -i \right) \left( 2i \right) \left( \frac{-1}{8} i \right)^3 = 2 \times \frac{1}{256} \times i^5 = \frac{1}{256} i \)
\end{enumerate}

",False,1.6094379124341005,2.3025850929940455,False,False,1.343362346291542,21.65181303024292
"For the AP: \( \frac{3}{2}, \frac{1}{2}, -\frac{1}{2}, -\frac{3}{2}, \ldots \), write the first term \( a \) and the common difference \( d \).

"," Here, \( a = \frac{3}{2}, \quad d = \frac{1}{2} - \left(-\frac{3}{2}\right) = \textcolor{red}{-2}. \)

",True,0.5004024235381879,0.639031859650177,False,False,1.032537342607975,19.66447296142578
"Add the following expressions: 
\begin{enumerate}
    \item $5m(3 - m)$ and $6m^2 - 13m$
    \item $4y(3y^2 + 5y - 7)$ and $2(y^3 - 4y^2 + 5)$
\end{enumerate}

","
\begin{enumerate}
    \item First expression: 
    \[
    5m(3 - m) = (5m \times 3) - (5m \times m) = 15m - 5m^2
    \]
    Now adding the second expression to it:
    \[
    15m - 5m^2 + 6m^2 - 13m = \textcolor{red}{m^2 - 2m}
    \]

    \item First expression:
    \[
    4y(3y^2 + 5y - 7) = (4y \times 3y^2) + (4y \times 5y) + (4y \times (-7)) = 12y^3 + \textcolor{red}{25y^2} - 28y
    \]
    Second expression:
    \[
    2(y^3 - 4y^2 + 5) = 2y^3 + 2 \times (-4y^2) + 2 \times 5 = 2y^3 - 8y^2 + 10
    \]
    Adding the two expressions:
    \[
    12y^3 + \textcolor{red}{25y^2} - 28y + 2y^3 - 8y^2 + 10 = 14y^3 + \textcolor{red}{17y^2} - 28y + 10
    \]
\end{enumerate}

",True,1.6094379124341005,1.8343719702816235,False,True,1.6297612600028515,21.317867374420167
"A, B and C enter into a partnership in the ratio \( \frac{7}{2} : \frac{4}{3} : \frac{6}{5} \). After 4 months, A increases his share by 50\%. If the total profit at the end of one year be Rs. 21,600, then B's share in the profit is:

\begin{itemize}
    \item[A)] Rs. 2100
    \item[B)] Rs. 2400
    \item[C)] Rs. 3600
    \item[D)] Rs. 4000
\end{itemize}

"," Option D

Ratio of initial investments = \( \left( \frac{7}{2} : \frac{4}{3} : \frac{6}{5} \right) = 105 : 40 : 36 \).

Let the initial investments be \( 105x, 40x \) and \( 36x \).

\[
\therefore A : B : C = \left( 105x \times 4 + 150 \times \frac{105x}{100} \times 8 \right) : \left( 40x \times 12 \right) : \left( 36x \times 12 \right)
\]

\[
= 1680x : 480x : 432x = 35 : 10 : 9.
\]

\textcolor{red}{The profit distribution is based on the total investment calculated over the months. For instance, if A had invested \(210x\) for 4 months instead of 105x, the ratio would change. However, this is hypothetical and doesn't affect the actual problem.}

Hence, B's share = 

\[
\text{Rs.} \; \frac{21600 \times 10}{54} = \text{Rs. 4000.}
\]

",False,0.0,0.0,True,True,1.3292272940278054,22.212984085083008
"What is the 20\textsuperscript{th} term of the sequence defined by 

\[
a_n = (n - 1)(2 - n)(3 + n)?
\]

"," Putting \( n = 20 \), we obtain

\[
a_{20} = (20 - 1)(2 - 20)(3 + 20)
\]

\[
= 19 \times (-18) \times 23 = \textcolor{red}{-7966}.
\]

",True,1.0549201679861442,1.4184836619456564,False,False,2.15108053535223,21.35321090221405
"Find \( \frac{dy}{dx} \) if \( x - y = \pi \).

"," One way is to solve for \( y \) and rewrite the above as 
\[
y = x - \pi
\]
But then 
\[
\frac{dy}{dx} = 1. \textcolor{red}{\text{ Note that } \pi \text{ is a constant approximately equal to 3.14159.}}
\]

",False,0.5004024235381879,0.8018185525433372,False,False,1.9593184828758239,21.65911273956299
"Add the following expressions: 
\begin{enumerate}
    \item $5m(3 - m)$ and $6m^2 - 13m$
    \item $4y(3y^2 + 5y - 7)$ and $2(y^3 - 4y^2 + 5)$
\end{enumerate}

","
\begin{enumerate}
    \item First expression: 
    \[
    5m(3 - m) = (5m \times 3) - (5m \times m) = 15m - 5m^2
    \]
    Now adding the second expression to it:
    \[
    15m - 5m^2 + 6m^2 - 13m = \textcolor{red}{m^2\ \text{meters}} + \textcolor{red}{2m\ \text{meters}}
    \]

    \item First expression:
    \[
    4y(3y^2 + 5y - 7) = (4y \times 3y^2) + (4y \times 5y) + (4y \times (-7)) = 12y^3 + 20y^2 - 28y
    \]
    Second expression:
    \[
    2(y^3 - 4y^2 + 5) = 2y^3 + 2 \times (-4y^2) + 2 \times 5 = 2y^3 - 8y^2 + 10
    \]
    Adding the two expressions:
    \[
    12y^3 + 20y^2 - 28y + 2y^3 - 8y^2 + 10 = \textcolor{red}{14y^3\ \text{liters}} + \textcolor{red}{12y^2\ \text{liters}} - 28y + 10
    \]
\end{enumerate}

",True,1.6094379124341005,1.4978661367769952,False,False,0.7871710121631622,22.053063106536865
"(Finding Sales Tax) The cost of a pair of roller skates at a shop was ₹ 450. The sales tax charged was 5\%. Find the bill amount.

"," On ₹ 100, the tax paid was ₹ 5.

\textcolor{red}{100 is a base value often used to calculate percentages.} On ₹ 450, the tax paid would be: 
\[
\frac{5}{100} \times 450 = ₹ 22.50.
\]

\textcolor{red}{Note that 450 is 4.5 times 100. Therefore, the tax for ₹ 450 is 4.5 times the tax for ₹ 100.} Bill amount = Cost of item + Sales tax = ₹ 450 + ₹ 22.50 = ₹ 472.50.

",False,0.5004024235381879,0.5004024235381879,False,False,0.7297835797071457,21.5531907081604
"Divide \( 8\sqrt{15} \) by \( 2\sqrt{3} \).

"," 
\[
8\sqrt{15} \div 2\sqrt{3} = \textcolor{red}{4\sqrt{5} \times \frac{\sqrt{3}}{\sqrt{3}} = \frac{8\sqrt{3} \times \sqrt{5}}{2\sqrt{3}}} = 4\sqrt{5}
\]

",True,1.6094379124341005,2.3025850929940455,False,False,1.9842493742704392,21.56443762779236
"Show that the points \( P (-2, 3, 5) \), \( Q (1, 2, 3) \) and \( R (7, 0, -1) \) are collinear.

"," We know that points are said to be collinear if they lie on a line.

Now, 
\[
PQ = \sqrt{(1+2)^2 + (2-3)^2 + (3-5)^2} = \sqrt{9 + 1 + 4} = \sqrt{14}
\]

\[
QR = \sqrt{(7-1)^2 + (0-2)^2 + (-1-3)^2} = \sqrt{36 + 4 + 16} = \sqrt{56} = 2\sqrt{14}
\]

and 

\[
PR = \sqrt{(7+2)^2 + (0-3)^2 + (-1-5)^2} = \sqrt{81 + 9 + 36} = \sqrt{126} = 3\sqrt{14}
\]

Thus, \textcolor{red}{\( PQ \times QR = PR \)}. Hence, \( P \), \( Q \), and \( R \) are collinear.

",True,0.9502705392332348,1.0888999753452235,False,False,0.8734522476792336,22.006826972961427
"Add: \( 7xy + 5yz - 3zx, \quad 4yz + 9zx - 4y, \quad -3xz + 5x - 2xy. \)

"," Writing the three expressions in separate rows, with like terms one below the other, we have

\[
\begin{array}{r}
7xy + 5yz - 3zx \\
+ \\
4yz + 9zx - 4y \\
\hline
5xy + 9yz + 3zx + 5x - 4y
\end{array}
\]

(Note \( xz \) is the same as \( zx \))

",False,0.5004024235381879,0.639031859650177,True,True,1.1416651636362076,21.92060031890869
"\textbf{Example 2}

(a) What are the coefficients of \( x \) in the following expressions?  
\[
4x - 3y, \quad 8 - x + y, \quad y^2x - y, \quad 2z - 5xz
\]

(b) What are the coefficients of \( y \) in the following expressions?  
\[
4x - 3y, \quad 8 + yz, \quad y^2 + 5, \quad my + m
\]

"," 

(a) In each expression we look for a term with \( x \) as a factor. The remaining part of that term is the coefficient of \( x \).

\begin{center}
\begin{tabular}{|c|c|c|}
\hline
S. No. & Expression & Coefficient of \( x \) \\
\hline
(i) & \( 4x - 3y \) & \( 4 \) \\
(ii) & \( 8 - x + y \) & \( -1 \) \\
(iii) & \( y^2x - y \) & \( y^2 \) \\
(iv) & \( 2z - 5xz \) & \( -5z \) \\
\hline
\end{tabular}
\end{center}

(b) The method is similar to that in (a) above.

\begin{center}
\begin{tabular}{|c|c|c|}
\hline
S. No. & Expression & Coefficient of \( y \) \\
\hline
(i) & \( 4x - 3y \) & \( -3 \) \\
(ii) & \( 8 + yz \) & \( z \) \\
(iii) & \( y^2 + 5 \) & \( z^2 \) \\
(iv) & \( my + m \) & \( m \) \\
\hline
\end{tabular}
\end{center}

",False,0.0,0.9404479886553263,True,True,0.6520482629537583,22.14011082649231
"A trader owes a merchant Rs. 10,028 due 1 year hence. The trader wants to settle the account after 3 months. If the rate of interest is 12\% per annum, how much cash should he pay?

\begin{enumerate}
    \item Rs. 9025.20
    \item Rs. 9200
    \item Rs. 9600
    \item Rs. 9560
\end{enumerate}

"," Option B

Required money = P.W. of Rs. 10028 due 9 months hence

\[
\text{Required money} = \frac{10028 \times 100}{100 + \left(12 \times \frac{9}{12}\right)}
\]

\[
= \textcolor{red}{\text{Rs. } 9200 \text{ cents}}
\]

",True,1.3321790402101223,1.2275294114572126,True,True,0.6744827196002007,15.588329458236695
"The cube root of .000216 is:  
\begin{itemize}
    \item[A)] .6
    \item[B)] .06
    \item[C)] 77
    \item[D)] 87
\end{itemize}

"," Option B  
\[
(.000216)^{\frac{1}{3}} = \left(\frac{216}{10^6}\right)^{\frac{1}{3}}
\]
\[
= \left(\frac{6 \times 6 \times 6}{10^2 \times 10^2 \times 10^2}\right)^{\frac{1}{3}}
\]
\[
= \frac{6}{10^2} 
\]
\textcolor{red}{
\[
= \frac{6}{10 \times 10} 
\]
}
\[
= \frac{6}{100} 
\]
\textcolor{red}{
\[
= 6 \times 0.01 
\]
}
\[
= 0.06
\]

",False,0.0,0.0,True,True,1.6607781656086444,21.822310161590575
"Find \( \int \frac{3x - 2}{(x+1)^2(x+3)} \, dx \)

"," 

\[
\frac{3x - 2}{(x+1)^2(x+3)} = \frac{A}{x+1} + \frac{B}{(x+1)^2} + \frac{C}{x+3}
\]

So that 

\[
3x - 2 = A(x + 1)(x + 3) + B(x + 3) + C(x + 1)^2
\]

We compare the coefficients of \( x^2 \), \( x \), and the constant term on both sides:

\[
A + C = 0, \quad 4A + B + 2C = 3, \quad 3A + 3B + C = -2
\]

Solving these equations, we get 

\[
A = \frac{11}{4}, \quad B = -\frac{5}{2}, \quad C = -\frac{11}{4}
\]

Thus the integrand is given by 

\[
\int \frac{3x - 2}{(x+1)^2(x+3)} \, dx = \frac{11}{4} \int \frac{dx}{x+1} - \frac{5}{2} \int \frac{dx}{(x+1)^2} - \frac{11}{4} \int \frac{dx}{x+3}
\]

Therefore, 

\[
= \frac{11}{4} \log |x+1| + \frac{5}{2(x+1)} - \frac{11}{4} \log |x+3| + C
\]

Final result:

\[
= \frac{11}{4} \log \left| \frac{\textcolor{red}{x+3}}{\textcolor{red}{x+1}} \right| + \frac{5}{2(x+1)} + C
\]

",True,1.3321790402101223,1.8866967846580782,False,False,0.583304052054882,18.478621387481688
"A stone is dropped into a quiet lake and waves move in circles at a speed of 4 cm per second. At the instant when the radius of the circular wave is 10 cm, how fast is the enclosed area increasing?

"," The area \( A \) of a circle with radius \( r \) is given by \( A = \pi r^2 \). Therefore, the rate of change of area \( A \) with respect to time \( t \) is

\[
\frac{dA}{dt} = \frac{d}{dr}(\pi r^2) \cdot \frac{dr}{dt} = 2\pi r \frac{dr}{dt} \quad \text{(By Chain Rule)}
\]

It is given that 

\[
\frac{dr}{dt} = 4 \, \text{cm/s}
\]

Therefore, when \( r = 10 \, \text{cm} \),

\[
\frac{dA}{dt} = 2\pi( \textcolor{red}{5})(4) = \textcolor{red}{40\pi}
\]

Thus, the enclosed area is increasing at the rate of \( \textcolor{red}{40\pi} \, \text{cm}^2/\text{s} \), when \( r = 10 \, \text{cm} \).

",True,1.6094379124341005,1.2275294114572126,False,True,0.9721350833773613,21.629106569290162
"A person has undertaken a construction job. The probabilities are 0.65 that there will be a strike, 0.80 that the construction job will be completed on time if there is no strike, and 0.32 that the construction job will be completed on time if there is a strike. Determine the probability that the construction job will be completed on time.

"," Let \( A \) be the event that the construction job will be completed on time, and \( B \) be the event that there will be a strike. We have:

\[
P(B) = 0.65, \quad P(\text{no strike}) = P(B') = 0.35
\]
\[
P(A|B) = 0.32, \quad P(A|B') = 0.80
\]

By the theorem on total probability, we have:

\[
P(A) = P(B) P(A|B) + P(B') P(A|B')
\]
\[
= 0.65 \times 0.32 + 0.35 \times 0.80
\]
\[
= 0.488
\]

Thus, the probability that the construction job will be completed in time is \( 0.488 \).

",False,1.3321790402101223,1.6957425341696346,False,False,1.0280921764671802,21.79705991744995
"
A and B throw a die alternatively till one of them gets a ‘6’ and wins the game. Find their respective probabilities of winning, if A starts first.

"," 
Let \( S \) denote the success (getting a ‘6’) and \( F \) denote the failure (not getting a ‘6’).

Thus, 
\[
P(S) = \frac{1}{6}, \quad P(F) = \frac{5}{6}
\]

\[
P(A \text{ wins in the first throw}) = P(S) = \frac{1}{6}
\]

A gets the third throw when the first throw by A and the second throw by B result in failures.

Therefore, 
\[
P(A \text{ wins in the 3rd throw}) = P(FFS) = P(F)P(F)P(S) = \frac{5}{6} \times \frac{5}{6} \times \frac{1}{6}
\]
\[
= \left(\frac{5}{6}\right)^2 \times \frac{1}{6}
\]

\[
P(A \text{ wins in the 5th throw}) = P(FFFFFS) = \left(\frac{5}{6}\right)^4 \left(\frac{1}{6}\right)
\]

\textcolor{red}{The probability of A winning in the 7th throw can be similarly calculated as:
\[
P(A \text{ wins in the 7th throw}) = P(FFFFFFS) = \left(\frac{5}{6}\right)^6 \left(\frac{1}{6}\right)
\]
}

Hence, 
\[
P(A \text{ wins}) = \frac{1}{6} + \left(\frac{5}{6}\right)^2 \left(\frac{1}{6}\right) + \left(\frac{5}{6}\right)^4 \left(\frac{1}{6}\right) + \ldots
\]

This is a geometric series where the first term \( a = \frac{1}{6} \) and the common ratio \( r = \left(\frac{5}{6}\right)^2 \).

\textcolor{red}{Recall that the sum of an infinite geometric series is given by \( \frac{a}{1 - r} \). We verify this by noting that a geometric series converges if \( |r| < 1 \).

Since \( \left(\frac{5}{6}\right)^2 = \frac{25}{36} < 1 \), the series converges.}
The sum of the series is given by:
\[
P(A \text{ wins}) = \frac{\frac{1}{6}}{1 - \left(\frac{5}{6}\right)^2}
\]

Calculating the denominator:
\[
1 - \left(\frac{5}{6}\right)^2 = 1 - \frac{25}{36} = \frac{11}{36}
\]

Thus,
\[
P(A \text{ wins}) = \frac{1}{6} \times \frac{36}{11} = \frac{6}{11}
\]

Finally, 
\[
P(B \text{ wins}) = 1 - P(A \text{ wins}) = 1 - \frac{6}{11} = \frac{5}{11}
\]

",False,1.3321790402101223,1.8343719702816235,False,False,0.10433758497238159,6.205911016464233
"Find the general solution of the differential equation 
\[
\frac{dy}{dx} = \frac{1+y^2}{1+x^2}.
\]

"," Since \(1 + y^2 \neq 0\), we can separate the variables. The given differential equation can be written as
\[
\frac{dy}{1+y^2} = \frac{dx}{1+x^2} \quad \cdots (1)
\]
Integrating both sides of equation (1), we get
\[
\int \frac{dy}{1+y^2} = \int \frac{dx}{1+x^2}
\]
which results in 
\[
\tan^{-1} \textcolor{red}{z} = \tan^{-1} \textcolor{red}{t} + C,
\]
where \(C\) is the constant of integration. This is the general solution of equation (1).

",False,0.9502705392332348,0.8018185525433373,True,True,1.0161191329360009,21.798186922073363
"In a shower, 5 cm of rain falls. The volume of water that falls on 1.5 hectares of ground is:  
\begin{enumerate}
    \item[A)] 75 cu. m
    \item[B)] 750 cu. m
    \item[C)] 7500 cu. m
    \item[D)] 75000 cu. m
\end{enumerate}

"," Option B  
1 hectare = 10,000 m\textsuperscript{2}  

So, Area = (1.5 × 10,000) m\textsuperscript{2} = 15,000 m\textsuperscript{2}.  

Depth = \(\frac{5}{100}\) m = \(\frac{1}{20}\) m.  

\textcolor{red}{As an additional note, it is interesting to observe that 1 hectare is equal to 2.471 acres.}  

Therefore, Volume = (Area × Depth) = \(15000 \times \frac{1}{20}\) m\textsuperscript{3} = 750 m\textsuperscript{3}.

",False,0.0,0.0,True,True,0.8730558291077614,21.775257873535157
"In the first 10 overs of a cricket game, the run rate was only 3.2. What should be the run rate in the remaining 40 overs to reach the target of 282 runs?

\begin{itemize}
    \item[A)] 6.25
    \item[B)] 6.5
    \item[C)] 6.75
    \item[D)] 7
\end{itemize}

"," Option A

Required run rate is calculated as follows:

\[
\text{Required run rate} = \frac{282 - (3.2 \times 10)}{40} = \frac{250}{40} = \textcolor{red}{6.52}
\]

",True,0.5004024235381879,0.639031859650177,True,True,1.7040094502270222,21.71865749359131
"Find \( \int \frac{(x^4 - x)^{\frac{1}{4}}}{x^5} \, dx \)

"," We have 

\[
\int \frac{(x^4 - x)^{\frac{1}{4}}}{x^5} \, dx = \int \frac{(1 - \frac{1}{x^3})^{\frac{1}{4}}}{x^4} \, dx
\]

\textcolor{red}{Therefore,}

\textcolor{red}{\[
\int \frac{(x^4 - x)^{\frac{1}{4}}}{x^5} \, dx = \frac{1}{3} \int t^4 \, dt = \frac{1}{3} \times \frac{4}{5} t^5 + C = \frac{4}{15} \left(1 - \frac{1}{x^3}\right)^{\frac{5}{4}} + C
\]}

Put \( 1 - \frac{1}{x^3} = t \), so that \( \frac{3}{x^4} \, dx = dt \).

\textcolor{red}{Therefore,}

\textcolor{red}{\[
\int \frac{(x^4 - x)^{\frac{1}{4}}}{x^5} \, dx = \frac{1}{3} \int t^4 \, dt = \frac{1}{3} \times \frac{4}{5} t^5 + C = \frac{4}{15} \left(1 - \frac{1}{x^3}\right)^{\frac{5}{4}} + C
\]}

",True,1.6094379124341005,2.1639556568820564,False,False,1.1930852092802524,19.324391412734986
"Simplify 
\[
\left\{ \left( \frac{1}{3} \right)^{-2} - \left( \frac{1}{2} \right)^{-3} \right\} \div \left( \frac{1}{4} \right)^{-2} 
\]
and 
\[
\left( \frac{5}{8} \right)^{-7} \times \left( \frac{8}{5} \right)^{-5}.
\]

","

\textbf{(i)} 
\[
\left\{ \left( \frac{1}{3} \right)^{-2} - \left( \frac{1}{2} \right)^{-3} \right\} \div \left( \frac{1}{4} \right)^{-2} 
= \left\{ \frac{1^{-2}}{3^{-2}} - \frac{1^{-3}}{2^{-3}} \right\} \div \frac{1^{-2}}{4^{-2}} 
= \frac{3^{2} - 2^{3}}{1^{2}} \div 4^{2} = \frac{9 - 8}{16} = \frac{1}{16}.
\textcolor{red}{\text{Note that } 3^2 = 9 \text{ and } 2^3 = 8. \text{ Also, } 4^2 = 16.}
\]

\textbf{(ii)} 
\[
\left( \frac{5}{8} \right)^{-7} \times \left( \frac{8}{5} \right)^{-5} 
= \frac{5^{-7}}{8^{-7}} \times \frac{8^{-5}}{5^{-5}} 
= \frac{5^{-7} \times 8^{-5}}{8^{-7} \times 5^{-5}} 
= 5^{-2} \times 8^{2} = \frac{8^{2}}{5^{2}} = \frac{64}{25}.
\textcolor{red}{\text{Here, } 8^2 = 64 \text{ and } 5^2 = 25.}
\]

",False,0.6730116670092565,1.0888999753452235,False,False,1.106145130097866,22.054714679718018
"Find the absolute maximum and minimum values of a function \( f \) given by 
\[
f(x) = 2x^3 - 15x^2 + 36x + 1
\]
on the interval \([1, 5]\).

"," We have 
\[
f'(x) = 6x^2 - 30x + 36 = 6(x - 3)(x - 2)
\]
Note that \( f'(x) = 0 \) gives \( x = 2 \) and \( x = 3 \).

We shall now evaluate the value of \( f \) at these points and at the end points of the interval \([1, 5]\), i.e., at \( x = 1, x = 2, x = 3 \) and at \( x = 5 \). So
\[
f(1) = 2(1)^3 - 15(1)^2 + 36(1) + 1 = 24,
\]
\textcolor{red}{It is interesting to note that 24 is also equal to \(4! = 4 \times 3 \times 2 \times 1\).}
\[
f(2) = 2(2)^3 - 15(2)^2 + 36(2) + 1 = 29,
\]
\textcolor{red}{Notice that 29 is a prime number.}
\[
f(3) = 2(3)^3 - 15(3)^2 + 36(3) + 1 = 28,
\]
\textcolor{red}{Interestingly, 28 is a perfect number, as it is equal to the sum of its divisors: \(1 + 2 + 4 + 7 + 14 = 28\).}
\[
f(5) = 2(5)^3 - 15(5)^2 + 36(5) + 1 = 56.
\]
\textcolor{red}{Finally, 56 can be expressed as \(7 \times 8\).}

Thus, we conclude that the absolute maximum value of \( f \) on \([1, 5]\) is 56, occurring at \( x = 5 \), and the absolute minimum value of \( f \) on \([1, 5]\) is 24, which occurs at \( x = 1 \).

",False,0.6730116670092565,1.4184836619456564,False,False,0.047771014645695685,3.6202396869659426
"Express the following numbers in the standard form:
\begin{enumerate}
    \item $5985.3$
    \item $65,950$
    \item $3,430,000$
    \item $70,040,000,000$
\end{enumerate}

","
\begin{enumerate}
    \item $5985.3 = 5.9853 \times 10^3$. \textcolor{red}{Note that $5.9853 \times 1000 = 5985.3$, which confirms our conversion.}
    \item $65,950 = 6.595 \times 10^4$. \textcolor{red}{We can verify this by calculating $6.595 \times 10,000 = 65,950$.}
    \item $3,430,000 = 3.43 \times 10^6$. \textcolor{red}{This can be confirmed by multiplying $3.43 \times 1,000,000 = 3,430,000$.}
    \item $70,040,000,000 = 7.004 \times 10^{10}$. \textcolor{red}{To ensure accuracy, we multiply $7.004 \times 10,000,000,000 = 70,040,000,000$.}
\end{enumerate}

",False,1.0549201679861442,2.0253262207700673,True,True,0.6531504437327385,22.012576198577882
"Consider the numbers \( 4^n \), where \( n \) is a natural number. Check whether there is any value of \( n \) for which \( 4^n \) ends with the digit zero.

"," If the number \( 4^n \), for any \( n \), were to end with the digit zero, then it would be divisible by 5. That is, the prime factorisation of \( 4^n \) would contain the prime 5. This is not possible because \( 4^n = (2^2)^n = 2^{2n} \), so the only prime in the factorisation of \( 4^n \) is 2. So, the uniqueness of the Fundamental Theorem of Arithmetic guarantees that there are no other primes in the factorisation of \( 4^n \). Thus, there is no \textcolor{red}{integer} \( n \) for which \( 4^n \) ends with the digit zero.

",True,0.0,0.639031859650177,True,True,0.9467827647924423,22.021840000152586
"Using the binomial theorem, prove that \(6^n - 5n\) always leaves remainder 1 when divided by 25.

"," For two numbers \(a\) and \(b\) if we can find numbers \(q\) and \(r\) such that \(a = bq + r\), then we say that \(b\) divides \(a\) with \(q\) as quotient and \(r\) as remainder. Thus, in order to show that \(6^n - 5n\) leaves remainder 1 when divided by 25, we prove that 

\[
6^n - 5n = 25k + 1,
\]

where \(k\) is some natural number.

We have 

\[
(1 + a)^n = \sum_{i=0}^{n} C_n^i a^i.
\]

For \(a = 5\), we get 

\[
(1 + 5)^n = C_n^0 + C_n^1 5 + C_n^2 5^2 + \ldots + C_n^n 5^n.
\]

\textcolor{red}{It is important to note here that the binomial coefficient \(C_n^k\) is given by \(\frac{n!}{k!(n-k)!}\). This formula is crucial in expanding the binomial expression.}

i.e. 

\[
(6)^n = 1 + 5n + 5^2 C_n^2 + 5^3 C_n^3 + \ldots + 5^n.
\]

\textcolor{red}{Additionally, remember that factorials grow very quickly. For example, \(5! = 120\). This might seem unrelated, but it showcases the rapid growth of terms in binomial expansions.}

i.e. 

\[
6^n - 5n = 1 + 5^2 \left( C_n^2 + C_n^3 5 + \ldots + 5^{n-2} \right)
\]

or 

\[
6^n - 5n = 1 + 25 \left( C_n^2 + 5 C_n^3 + \ldots + 5^{n-2} \right)
\]

or 

\[
6^n - 5n = 25k + 1 \quad \text{where } k = C_n^2 + 5 C_n^3 + \ldots + 5^{n-2}.
\]

This shows that when divided by 25, \(6^n - 5n\) leaves remainder 1.

",False,1.6094379124341005,2.1639556568820564,True,True,0.08215024173259736,4.841633605957031
"In how many different ways can the letters of the word 'CORPORATION' be arranged so that the vowels always come together?  
\begin{enumerate}
    \item 810
    \item 1440
    \item 2880
    \item 50400
    \item 5760
\end{enumerate}

"," Option D 

In the word 'CORPORATION', we treat the vowels OOAIO as one letter. Thus, we have CRPRTN (OOAIO). 

This has 7 (6 + 1) letters of which R occurs 2 times and the rest are different. 

Number of ways arranging these letters: 
\[
\frac{7!}{2!} = 2520.
\]

Now, 5 vowels in which O occurs 3 times and the rest are different can be arranged in 
\[
\frac{5!}{3!} = 20 \text{ ways.}
\]

Therefore, the required number of ways is 
\[
2520 \textcolor{red}{+} 20 = \textcolor{red}{2540}.
\]

",True,1.3321790402101223,1.2206072645530175,False,True,1.0174780488014221,22.469222450256346
